sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
彰化,彰化縣,38,nan,良好,3.4,0.79,9.6,45.0,57.0,13,28.0,29.0,1.5,1.2,182.0,"2016-11-25 20:00",,0.53,9,27,nan,nan,nan,nan
西屯,臺中市,51,二氧化氮,普通,4.0,0.89,5.6,50.0,70.0,25,54.0,73.0,19.0,0.8,206.0,"2016-11-25 20:00",,0.48,12,30,nan,nan,nan,nan
忠明,臺中市,47,nan,良好,4.0,0.97,12,49.0,51.0,20,49.0,55.0,5.9,1.4,179.0,"2016-11-25 20:00",,0.6,9,24,nan,nan,nan,nan
大里,臺中市,44,nan,良好,3.4,0.79,11,52.0,82.0,21,40.0,45.0,5.4,0.7,139.0,"2016-11-25 20:00",,0.64,11,33,nan,nan,nan,nan
沙鹿,臺中市,41,nan,良好,3.4,0.9,4.4,43.0,57.0,17,43.0,49.0,5.9,1.1,155.0,"2016-11-25 20:00",,0.45,8,29,nan,nan,nan,nan
豐原,臺中市,42,nan,良好,2.6,0.64,28,49.0,56.0,26,23.0,24.0,1.5,1.2,127.0,"2016-11-25 20:00",,0.57,9,21,nan,nan,nan,nan
三義,苗栗縣,36,nan,良好,2.3,0.42,22,43.0,45.0,12,21.0,22.0,1.0,0.9,233.0,"2016-11-25 20:00",,0.32,5,21,nan,nan,nan,nan
苗栗,苗栗縣,30,nan,良好,2.5,0.82,2.7,34.0,51.0,11,31.0,42.0,10.0,1.7,73.0,"2016-11-25 20:00",,0.52,6,29,nan,nan,nan,nan
頭份,苗栗縣,31,nan,良好,2.1,0.55,11,36.0,20.0,7,26.0,29.0,2.7,1.6,86.0,"2016-11-25 20:00",,0.37,8,15,nan,nan,nan,nan
新竹,新竹市,27,nan,良好,2.4,0.52,15,32.0,23.0,4,24.0,26.0,1.8,2.2,77.0,"2016-11-25 20:00",,0.4,3,23,nan,nan,nan,nan
竹東,新竹縣,32,nan,良好,2.7,0.41,19,31.0,14.0,nan,15.0,15.0,0.2,1.1,141.0,"2016-11-25 20:00",,0.34,10,10,nan,nan,nan,nan
湖口,新竹縣,31,nan,良好,2.1,0.37,30,37.0,18.0,9,11.0,13.0,2.3,2.8,80.0,"2016-11-25 20:00",,0.33,7,15,nan,nan,nan,nan
龍潭,桃園市,25,nan,良好,1.9,0.42,24,30.0,50.0,3,14.0,17.0,2.4,4.0,72.0,"2016-11-25 20:00",,0.39,4,25,nan,nan,nan,nan
平鎮,桃園市,28,nan,良好,2.7,0.39,29,33.0,23.0,8,13.0,13.0,0.6,4.2,66.0,"2016-11-25 20:00",,0.37,5,19,nan,nan,nan,nan
觀音,桃園市,32,nan,良好,4.5,0.31,20,31.0,45.0,20,21.0,23.0,1.9,8.8,81.0,"2016-11-25 20:00",,0.27,10,30,nan,nan,nan,nan
大園,桃園市,30,nan,良好,2.4,0.27,32,29.0,31.0,8,11.0,14.0,2.4,6.5,61.0,"2016-11-25 20:00",,0.26,6,32,nan,nan,nan,nan
桃園,桃園市,26,nan,良好,2.6,0.45,27,31.0,26.0,3,13.0,15.0,1.9,3.1,91.0,"2016-11-25 20:00",,0.41,3,15,nan,nan,nan,nan
松山,臺北市,23,nan,良好,2.2,0.45,20,27.0,27.0,8,21.0,26.0,4.7,2.8,68.0,"2016-11-25 20:00",,0.4,6,13,nan,nan,nan,nan
古亭,臺北市,26,nan,良好,1.6,0.53,21,29.0,17.0,9,21.0,26.0,4.4,3.9,79.0,"2016-11-25 20:00",,0.49,8,13,nan,nan,nan,nan
萬華,臺北市,26,nan,良好,1.7,0.54,16,26.0,27.0,ND,24.0,32.0,7.6,4.8,104.0,"2016-11-25 20:00",,0.48,7,22,nan,nan,nan,nan
中山,臺北市,27,nan,良好,2.3,0.68,15,26.0,22.0,8,27.0,39.0,12.0,3.4,116.0,"2016-11-25 20:00",,0.59,5,18,nan,nan,nan,nan
士林,臺北市,29,nan,良好,2.2,0.24,37,32.0,14.0,11,6.2,8.3,2.0,5.2,111.0,"2016-11-25 20:00",,0.26,9,20,nan,nan,nan,nan
淡水,新北市,29,nan,良好,4.9,0.21,32,34.0,16.0,9,6.8,7.4,0.6,nan,nan,"2016-11-25 20:00",,0.22,8,15,nan,nan,nan,nan
林口,新北市,39,nan,良好,1.5,0.28,32,32.0,25.0,14,11.0,12.0,0.9,5.2,100.0,"2016-11-25 20:00",,0.27,12,26,nan,nan,nan,nan
菜寮,新北市,25,nan,良好,2.2,0.46,27,30.0,21.0,8,15.0,15.0,0.8,4.2,88.0,"2016-11-25 20:00",,0.42,6,16,nan,nan,nan,nan
新莊,新北市,27,nan,良好,1.9,0.48,25,32.0,17.0,ND,15.0,16.0,1.4,5.9,67.0,"2016-11-25 20:00",,0.4,2,11,nan,nan,nan,nan
板橋,新北市,23,nan,良好,2.7,0.7,16,27.0,22.0,7,24.0,29.0,4.4,4.3,69.0,"2016-11-25 20:00",,0.53,4,21,nan,nan,nan,nan
土城,新北市,25,nan,良好,1.5,0.51,25,29.0,15.0,4,15.0,16.0,1.8,2.3,228.0,"2016-11-25 20:00",,0.45,4,13,nan,nan,nan,nan
新店,新北市,32,nan,良好,1.4,0.44,27,31.0,9.0,10,15.0,18.0,2.9,2.4,101.0,"2016-11-25 20:00",,0.41,10,6,nan,nan,nan,nan
萬里,新北市,36,nan,良好,1.0,0.2,42,42.0,38.0,3,1.7,3.1,1.4,3.3,92.0,"2016-11-25 20:00",,0.2,4,33,nan,nan,nan,nan
汐止,新北市,25,nan,良好,0.2,0.25,32,30.0,14.0,5,7.8,10.0,2.4,3.7,37.0,"2016-11-25 20:00",,0.31,6,13,nan,nan,nan,nan
基隆,基隆市,31,nan,良好,1.0,0.27,36,37.0,15.0,5,3.9,5.5,1.6,3.1,86.0,"2016-11-25 20:00",,0.28,4,12,nan,nan,nan,nan
花蓮,花蓮縣,31,nan,良好,1.6,0.41,25,37.0,22.0,12,12.0,12.0,0.7,1.8,28.0,"2016-11-25 20:00",,0.38,6,17,nan,nan,nan,nan
臺東,臺東縣,26,nan,良好,0.9,0.28,31,31.0,27.0,5,3.8,5.6,1.8,1.5,332.0,"2016-11-25 20:00",,0.34,3,18,nan,nan,nan,nan
大同,臺北市,29,nan,良好,2.5,0.98,-,nan,35.0,9,30.0,66.0,36.0,nan,nan,"2016-11-25 20:00",,0.81,4,29,nan,nan,nan,nan
馬祖,連江縣,72,細懸浮微粒,普通,2.9,0.29,25,32.0,42.0,23,9.8,11.0,0.8,5.2,66.0,"2016-11-25 21:00",,0.31,24,40,nan,nan,nan,nan
埔里,南投縣,72,細懸浮微粒,普通,2.5,0.67,17,53.0,62.0,35,25.0,28.0,2.3,0.9,272.0,"2016-11-25 21:00",,0.42,24,41,nan,nan,nan,nan
復興,高雄市,74,細懸浮微粒,普通,3.5,0.61,47,62.0,45.0,16,20.0,22.0,1.9,1.1,260.0,"2016-11-25 21:00",,0.58,25,57,nan,nan,nan,nan
永和,新北市,25,nan,良好,1.7,0.47,27,29.0,10.0,3,14.0,19.0,4.5,4.3,90.0,"2016-11-25 21:00",,0.66,3,12,nan,nan,nan,nan
竹山,南投縣,64,細懸浮微粒,普通,3.1,0.58,13,52.0,74.0,36,21.0,24.0,2.7,0.6,188.0,"2016-11-25 21:00",,0.45,21,44,nan,nan,nan,nan
中壢,桃園市,26,nan,良好,1.6,1.1,17,25.0,32.0,4,24.0,44.0,20.0,1.6,127.0,"2016-11-25 21:00",,1.24,3,28,nan,nan,nan,nan
三重,新北市,34,nan,良好,1.6,1.32,-,nan,36.0,ND,31.0,85.0,54.0,nan,nan,"2016-11-25 21:00",,1.46,5,31,nan,nan,nan,nan
冬山,宜蘭縣,32,nan,良好,4.0,0.26,29,22.0,17.0,3,12.0,14.0,2.1,2.9,119.0,"2016-11-25 21:00",,0.45,2,15,nan,nan,nan,nan
宜蘭,宜蘭縣,27,nan,良好,1.8,0.26,37,32.0,29.0,7,5.1,6.6,1.5,2.2,174.0,"2016-11-25 21:00",,0.39,3,16,nan,nan,nan,nan
陽明,臺北市,35,nan,良好,4.9,0.2,34,41.0,5.0,ND,6.2,6.8,0.6,nan,nan,"2016-11-25 21:00",,0.19,1,5,nan,nan,nan,nan
花蓮,花蓮縣,31,nan,良好,1.8,0.39,27,37.0,23.0,11,9.2,9.4,0.2,0.9,287.0,"2016-11-25 21:00",,0.38,6,17,nan,nan,nan,nan
臺東,臺東縣,26,nan,良好,1.0,0.4,24,31.0,27.0,6,9.6,13.0,3.0,1.5,355.0,"2016-11-25 21:00",,0.34,3,18,nan,nan,nan,nan
恆春,屏東縣,36,nan,良好,0.2,0.12,42,42.0,7.0,ND,3.4,6.9,3.4,6.2,50.0,"2016-11-25 21:00",,0.13,1,14,nan,nan,nan,nan
潮州,屏東縣,108,臭氧八小時,不良(敏感族群),2.1,0.39,30,78.0,71.0,23,18.0,19.0,1.1,0.9,70.0,"2016-11-25 21:00",,0.47,34,67,nan,nan,nan,nan
屏東,屏東縣,110,臭氧八小時,不良(敏感族群),3.3,0.46,48,79.0,60.0,20,17.0,18.0,1.3,0.8,1.3,"2016-11-25 21:00",,0.61,35,70,nan,nan,nan,nan
小港,高雄市,82,細懸浮微粒,普通,2.1,0.48,43,55.0,46.0,15,22.0,23.0,0.7,1.2,312.0,"2016-11-25 21:00",,0.61,28,68,nan,nan,nan,nan
前鎮,高雄市,84,臭氧八小時,普通,2.2,0.54,47,70.0,50.0,15,17.0,19.0,1.8,1.5,311.0,"2016-11-25 21:00",,0.72,25,68,nan,nan,nan,nan
前金,高雄市,84,細懸浮微粒,普通,2.3,0.45,45,66.0,36.0,13,15.0,16.0,0.7,1.6,332.0,"2016-11-25 21:00",,0.62,29,60,nan,nan,nan,nan
左營,高雄市,125,臭氧八小時,不良(敏感族群),3.1,0.47,51,85.0,55.0,32,17.0,18.0,1.0,0.9,317.0,"2016-11-25 21:00",,0.64,38,66,nan,nan,nan,nan
楠梓,高雄市,79,細懸浮微粒,普通,5.5,0.44,35,66.0,78.0,28,26.0,27.0,1.7,0.6,320.0,"2016-11-25 21:00",,0.41,27,91,nan,nan,nan,nan
林園,高雄市,100,臭氧八小時,普通,3.5,0.33,50,75.0,32.0,21,13.0,14.0,0.5,2.0,48.0,"2016-11-25 21:00",,0.46,29,40,nan,nan,nan,nan
大寮,高雄市,79,細懸浮微粒,普通,5.4,0.67,17,31.0,67.0,19,25.0,26.0,1.4,1.8,316.0,"2016-11-25 21:00",,0.63,27,76,nan,nan,nan,nan
鳳山,高雄市,84,細懸浮微粒,普通,1.9,0.55,43,64.0,69.0,13,18.0,19.0,1.3,1.1,340.0,"2016-11-25 21:00",,0.87,29,91,nan,nan,nan,nan
仁武,高雄市,97,臭氧八小時,普通,3.9,0.53,41,74.0,63.0,17,24.0,25.0,1.4,0.8,326.0,"2016-11-25 21:00",,0.7,31,74,nan,nan,nan,nan
橋頭,高雄市,78,臭氧八小時,普通,9.1,0.74,34,68.0,74.0,22,26.0,27.0,1.2,0.8,348.0,"2016-11-25 21:00",,0.62,24,61,nan,nan,nan,nan
美濃,高雄市,97,細懸浮微粒,普通,2.7,0.45,33,66.0,55.0,42,15.0,16.0,1.1,1.2,84.0,"2016-11-25 21:00",,0.45,34,55,nan,nan,nan,nan
臺南,臺南市,57,細懸浮微粒,普通,2.3,0.63,30,60.0,62.0,27,25.0,26.0,0.4,1.0,47.0,"2016-11-25 21:00",,0.58,18,42,nan,nan,nan,nan
安南,臺南市,49,nan,良好,3.0,0.52,24,58.0,81.0,23,21.0,23.0,1.7,0.7,20.0,"2016-11-25 21:00",,0.4,14,42,nan,nan,nan,nan
善化,臺南市,57,細懸浮微粒,普通,1.9,0.39,29,58.0,63.0,20,16.0,16.0,0.4,0.7,15.0,"2016-11-25 21:00",,0.43,18,46,nan,nan,nan,nan
嘉義,嘉義市,69,細懸浮微粒,普通,0.4,0.61,8.4,47.0,72.0,19,30.0,34.0,3.8,0.5,100.0,"2016-11-25 21:00",,0.56,23,49,nan,nan,nan,nan
臺西,雲林縣,49,nan,良好,3.3,0.27,22,54.0,45.0,23,15.0,15.0,0.9,2.1,176.0,"2016-11-25 21:00",,0.33,15,28,nan,nan,nan,nan
朴子,嘉義縣,49,nan,良好,1.6,0.36,26,50.0,54.0,17,14.0,15.0,1.0,0.6,127.0,"2016-11-25 21:00",,0.34,15,47,nan,nan,nan,nan
新港,嘉義縣,49,nan,良好,1.3,0.47,15,48.0,55.0,21,18.0,21.0,2.1,0.9,153.0,"2016-11-25 21:00",,0.37,15,45,nan,nan,nan,nan
崙背,雲林縣,54,細懸浮微粒,普通,2.5,0.29,13,44.0,53.0,18,13.0,15.0,2.0,1.7,159.0,"2016-11-25 21:00",,0.38,17,36,nan,nan,nan,nan
斗六,雲林縣,49,nan,良好,3.9,0.81,6.2,47.0,63.0,17,33.0,38.0,5.1,1.0,200.0,"2016-11-25 21:00",,0.51,15,38,nan,nan,nan,nan
南投,南投縣,69,細懸浮微粒,普通,3.5,0.73,5.9,53.0,92.0,43,30.0,34.0,3.9,1.8,155.0,"2016-11-25 21:00",,0.63,23,49,nan,nan,nan,nan
二林,彰化縣,35,nan,良好,3.2,0.36,5.8,41.0,51.0,11,24.0,28.0,3.4,1.8,201.0,"2016-11-25 21:00",,0.4,7,31,nan,nan,nan,nan
線西,彰化縣,42,nan,良好,4.2,0.69,3.8,39.0,71.0,23,41.0,47.0,6.5,1.9,186.0,"2016-11-25 21:00",,0.46,13,38,nan,nan,nan,nan
彰化,彰化縣,38,nan,良好,6.1,0.82,6.2,45.0,65.0,21,29.0,32.0,2.5,1.6,128.0,"2016-11-25 21:00",,0.59,9,29,nan,nan,nan,nan
西屯,臺中市,51,二氧化氮,普通,3.8,1.02,3.5,50.0,83.0,18,49.0,71.0,22.0,1.8,220.0,"2016-11-25 21:00",,0.57,12,32,nan,nan,nan,nan
忠明,臺中市,47,nan,良好,4.5,0.92,17,49.0,54.0,20,44.0,47.0,3.4,1.5,163.0,"2016-11-25 21:00",,0.65,9,25,nan,nan,nan,nan
大里,臺中市,44,nan,良好,2.9,1.1,7.5,52.0,93.0,25,37.0,46.0,8.5,0.7,115.0,"2016-11-25 21:00",,0.74,12,36,nan,nan,nan,nan
沙鹿,臺中市,46,nan,良好,5.9,1.02,9.2,43.0,64.0,23,49.0,55.0,6.8,1.1,191.0,"2016-11-25 21:00",,0.53,9,31,nan,nan,nan,nan
豐原,臺中市,42,nan,良好,2.4,0.47,34,49.0,66.0,32,13.0,15.0,1.2,1.4,110.0,"2016-11-25 21:00",,0.57,10,24,nan,nan,nan,nan
三義,苗栗縣,36,nan,良好,2.0,0.51,25,43.0,57.0,23,21.0,22.0,0.9,1.3,30.0,"2016-11-25 21:00",,0.36,6,23,nan,nan,nan,nan
苗栗,苗栗縣,30,nan,良好,1.8,0.71,1.3,34.0,35.0,9,28.0,39.0,11.0,1.0,48.0,"2016-11-25 21:00",,0.56,6,29,nan,nan,nan,nan
頭份,苗栗縣,31,nan,良好,2.0,0.39,18,36.0,17.0,7,19.0,20.0,1.2,1.7,89.0,"2016-11-25 21:00",,0.38,8,15,nan,nan,nan,nan
新竹,新竹市,27,nan,良好,2.5,0.47,14,32.0,25.0,5,25.0,26.0,1.7,1.8,72.0,"2016-11-25 21:00",,0.41,3,23,nan,nan,nan,nan
竹東,新竹縣,32,nan,良好,2.7,0.39,18,31.0,14.0,18,15.0,15.0,0.4,0.7,132.0,"2016-11-25 21:00",,0.35,10,11,nan,nan,nan,nan
湖口,新竹縣,31,nan,良好,2.4,0.38,29,37.0,15.0,9,12.0,14.0,2.4,3.3,66.0,"2016-11-25 21:00",,0.34,8,15,nan,nan,nan,nan
龍潭,桃園市,25,nan,良好,1.9,0.42,24,30.0,48.0,7,14.0,17.0,2.6,3.6,72.0,"2016-11-25 21:00",,0.39,4,26,nan,nan,nan,nan
平鎮,桃園市,28,nan,良好,1.4,0.4,28,33.0,26.0,8,13.0,15.0,1.2,3.9,75.0,"2016-11-25 21:00",,0.37,5,19,nan,nan,nan,nan
觀音,桃園市,32,nan,良好,4.5,0.31,22,31.0,42.0,13,20.0,21.0,1.6,7.2,84.0,"2016-11-25 21:00",,0.28,10,31,nan,nan,nan,nan
麥寮,雲林縣,51,懸浮微粒,普通,2.9,0.54,16,50.0,67.0,17,20.0,25.0,4.8,1.5,169.0,"2016-11-25 21:00",,0.33,15,55,nan,nan,nan,nan
關山,臺東縣,29,nan,良好,0.9,nan,23,34.0,28.0,7,5.5,6.6,1.1,1.4,41.0,"2016-11-25 21:00",,nan,8,19,nan,nan,nan,nan
馬公,澎湖縣,39,nan,良好,1.4,0.19,36,39.0,28.0,15,2.1,3.1,1.0,2.4,170.0,"2016-11-25 21:00",,0.2,12,23,nan,nan,nan,nan
金門,金門縣,49,nan,良好,3.8,0.33,22,28.0,40.0,14,15.0,17.0,1.2,3.3,47.0,"2016-11-25 21:00",,0.37,15,38,nan,nan,nan,nan
新營,臺南市,45,nan,良好,3.0,0.34,25,49.0,59.0,19,15.0,15.0,0.7,0.8,23.0,"2016-11-25 21:00",,0.37,14,45,nan,nan,nan,nan
大園,桃園市,30,nan,良好,2.1,0.26,30,29.0,18.0,3,13.0,16.0,2.3,7.2,60.0,"2016-11-25 21:00",,0.26,6,32,nan,nan,nan,nan
桃園,桃園市,26,nan,良好,3.8,0.48,26,31.0,24.0,2,14.0,16.0,1.4,3.4,84.0,"2016-11-25 21:00",,0.43,3,16,nan,nan,nan,nan
大同,臺北市,29,nan,良好,2.0,0.76,-,nan,30.0,11,25.0,51.0,26.0,nan,nan,"2016-11-25 21:00",,0.83,4,29,nan,nan,nan,nan
松山,臺北市,23,nan,良好,2.2,0.39,23,26.0,21.0,ND,19.0,22.0,3.6,2.9,70.0,"2016-11-25 21:00",,0.41,5,14,nan,nan,nan,nan
古亭,臺北市,26,nan,良好,1.6,0.43,24,28.0,13.0,10,18.0,21.0,3.2,3.7,88.0,"2016-11-25 21:00",,0.5,8,14,nan,nan,nan,nan
萬華,臺北市,26,nan,良好,1.5,0.45,18,24.0,26.0,6,22.0,28.0,5.9,4.3,102.0,"2016-11-25 21:00",,0.48,7,23,nan,nan,nan,nan
中山,臺北市,27,nan,良好,2.2,0.54,19,25.0,22.0,11,22.0,30.0,8.3,3.3,115.0,"2016-11-25 21:00",,0.6,5,17,nan,nan,nan,nan
士林,臺北市,29,nan,良好,1.9,0.24,37,32.0,14.0,5,5.7,7.4,1.7,4.2,107.0,"2016-11-25 21:00",,0.26,9,20,nan,nan,nan,nan
淡水,新北市,29,nan,良好,6.1,0.2,31,34.0,19.0,9,7.9,8.7,0.7,nan,nan,"2016-11-25 21:00",,0.22,8,16,nan,nan,nan,nan
林口,新北市,39,nan,良好,1.4,0.25,34,32.0,30.0,13,8.8,9.7,0.9,4.8,90.0,"2016-11-25 21:00",,0.27,12,27,nan,nan,nan,nan
菜寮,新北市,25,nan,良好,2.1,0.41,29,30.0,20.0,8,12.0,13.0,0.9,3.9,97.0,"2016-11-25 21:00",,0.42,6,16,nan,nan,nan,nan
新莊,新北市,27,nan,良好,1.8,0.42,28,32.0,11.0,5,12.0,13.0,1.2,5.5,59.0,"2016-11-25 21:00",,0.41,2,11,nan,nan,nan,nan
板橋,新北市,23,nan,良好,2.7,0.59,19,27.0,20.0,9,22.0,24.0,2.2,3.1,64.0,"2016-11-25 21:00",,0.55,4,21,nan,nan,nan,nan
土城,新北市,25,nan,良好,1.4,0.49,26,29.0,12.0,3,14.0,16.0,1.9,2.2,288.0,"2016-11-25 21:00",,0.46,4,13,nan,nan,nan,nan
新店,新北市,32,nan,良好,1.4,0.4,29,31.0,6.0,9,14.0,16.0,2.1,2.4,102.0,"2016-11-25 21:00",,0.42,10,6,nan,nan,nan,nan
萬里,新北市,36,nan,良好,1.1,0.19,43,42.0,31.0,2,1.6,3.2,1.6,3.4,121.0,"2016-11-25 21:00",,0.2,4,32,nan,nan,nan,nan
汐止,新北市,25,nan,良好,0.5,0.23,33,30.0,14.0,2,7.7,9.9,2.3,4.3,41.0,"2016-11-25 21:00",,0.31,5,14,nan,nan,nan,nan
基隆,基隆市,31,nan,良好,1.0,0.25,36,37.0,15.0,5,4.2,6.1,1.8,1.8,81.0,"2016-11-25 21:00",,0.28,4,12,nan,nan,nan,nan
金門,金門縣,49,nan,良好,4.7,0.34,20,28.0,44.0,17,16.0,17.0,1.4,3.4,52.0,"2016-11-25 22:00",,0.37,15,39,nan,nan,nan,nan
馬祖,連江縣,72,細懸浮微粒,普通,2.5,0.27,25,32.0,42.0,19,9.3,9.9,0.6,4.5,75.0,"2016-11-25 22:00",,0.3,24,40,nan,nan,nan,nan
埔里,南投縣,72,細懸浮微粒,普通,3.9,0.67,6.6,53.0,62.0,39,28.0,30.0,2.6,0.5,241.0,"2016-11-25 22:00",,0.47,24,42,nan,nan,nan,nan
復興,高雄市,74,細懸浮微粒,普通,3.8,0.95,37,62.0,52.0,17,29.0,34.0,4.9,0.8,142.0,"2016-11-25 22:00",,0.64,25,56,nan,nan,nan,nan
永和,新北市,24,nan,良好,1.5,0.48,29,28.0,10.0,ND,14.0,17.0,3.6,3.3,88.0,"2016-11-25 22:00",,0.66,3,12,nan,nan,nan,nan
竹山,南投縣,67,細懸浮微粒,普通,2.6,0.5,13,52.0,74.0,36,17.0,18.0,1.6,1.3,192.0,"2016-11-25 22:00",,0.47,22,46,nan,nan,nan,nan
中壢,桃園市,27,nan,良好,1.5,1.03,18,24.0,33.0,4,24.0,43.0,19.0,1.6,283.0,"2016-11-25 22:00",,1.24,3,29,nan,nan,nan,nan
三重,新北市,34,nan,良好,1.9,1.48,-,nan,33.0,5,33.0,100.0,67.0,nan,nan,"2016-11-25 22:00",,1.48,5,31,nan,nan,nan,nan
冬山,宜蘭縣,32,nan,良好,5.2,0.27,21,22.0,14.0,4,20.0,22.0,2.4,2.3,95.0,"2016-11-25 22:00",,0.45,2,15,nan,nan,nan,nan
宜蘭,宜蘭縣,27,nan,良好,1.9,0.32,34,32.0,24.0,2,8.4,10.0,2.1,1.4,116.0,"2016-11-25 22:00",,0.39,3,16,nan,nan,nan,nan
陽明,臺北市,35,nan,良好,8.5,0.19,28,41.0,4.0,ND,12.0,13.0,1.0,nan,nan,"2016-11-25 22:00",,0.19,1,5,nan,nan,nan,nan
花蓮,花蓮縣,31,nan,良好,2.7,0.4,23,37.0,21.0,5,12.0,12.0,0.0,1.0,125.0,"2016-11-25 22:00",,0.38,7,17,nan,nan,nan,nan
臺東,臺東縣,26,nan,良好,1.0,0.37,25,31.0,23.0,3,6.8,9.0,2.2,2.6,309.0,"2016-11-25 22:00",,0.34,3,18,nan,nan,nan,nan
恆春,屏東縣,36,nan,良好,0.3,0.12,42,42.0,8.0,ND,3.7,7.6,4.0,6.0,58.0,"2016-11-25 22:00",,0.13,1,14,nan,nan,nan,nan
潮州,屏東縣,108,臭氧八小時,不良(敏感族群),2.1,0.37,33,78.0,76.0,33,13.0,14.0,1.0,1.0,77.0,"2016-11-25 22:00",,0.47,34,69,nan,nan,nan,nan
屏東,屏東縣,110,臭氧八小時,不良(敏感族群),3.6,0.6,39,79.0,71.0,26,22.0,24.0,1.4,0.8,64.0,"2016-11-25 22:00",,0.61,34,70,nan,nan,nan,nan
小港,高雄市,82,細懸浮微粒,普通,2.2,0.57,37,55.0,43.0,19,26.0,27.0,0.8,1.4,306.0,"2016-11-25 22:00",,0.61,28,66,nan,nan,nan,nan
前鎮,高雄市,84,臭氧八小時,普通,2.6,0.66,41,70.0,53.0,15,22.0,24.0,2.0,0.7,314.0,"2016-11-25 22:00",,0.72,25,66,nan,nan,nan,nan
前金,高雄市,82,細懸浮微粒,普通,3.3,0.59,26,66.0,58.0,16,33.0,33.0,0.7,1.3,318.0,"2016-11-25 22:00",,0.62,28,59,nan,nan,nan,nan
左營,高雄市,125,臭氧八小時,不良(敏感族群),2.8,0.5,49,85.0,53.0,34,18.0,19.0,0.9,1.1,322.0,"2016-11-25 22:00",,0.64,38,65,nan,nan,nan,nan
楠梓,高雄市,79,細懸浮微粒,普通,4.0,0.56,16,66.0,81.0,30,39.0,46.0,6.5,1.2,72.0,"2016-11-25 22:00",,0.41,27,90,nan,nan,nan,nan
林園,高雄市,100,臭氧八小時,普通,3.7,0.42,35,75.0,57.0,31,19.0,20.0,0.5,1.6,79.0,"2016-11-25 22:00",,0.45,29,41,nan,nan,nan,nan
大寮,高雄市,79,細懸浮微粒,普通,6.4,0.51,16,31.0,75.0,22,20.0,22.0,1.4,0.8,63.0,"2016-11-25 22:00",,0.63,27,75,nan,nan,nan,nan
鳳山,高雄市,82,細懸浮微粒,普通,3.2,0.59,37,64.0,75.0,16,22.0,23.0,1.2,1.4,40.0,"2016-11-25 22:00",,0.87,28,90,nan,nan,nan,nan
仁武,高雄市,97,臭氧八小時,普通,9.3,0.55,36,74.0,54.0,23,26.0,28.0,1.4,1.0,325.0,"2016-11-25 22:00",,0.7,31,72,nan,nan,nan,nan
橋頭,高雄市,78,臭氧八小時,普通,6.3,0.81,16,68.0,74.0,26,38.0,40.0,2.8,0.8,80.0,"2016-11-25 22:00",,0.62,24,61,nan,nan,nan,nan
美濃,高雄市,97,細懸浮微粒,普通,1.6,0.43,28,66.0,53.0,30,11.0,12.0,1.2,1.0,70.0,"2016-11-25 22:00",,0.45,34,55,nan,nan,nan,nan
臺南,臺南市,59,細懸浮微粒,普通,2.3,0.8,20,60.0,74.0,27,30.0,31.0,0.5,1.5,334.0,"2016-11-25 22:00",,0.58,19,43,nan,nan,nan,nan
安南,臺南市,49,nan,良好,2.4,0.44,21,58.0,77.0,23,19.0,21.0,1.6,2.0,305.0,"2016-11-25 22:00",,0.4,14,44,nan,nan,nan,nan
善化,臺南市,57,細懸浮微粒,普通,2.2,0.5,14,58.0,49.0,18,24.0,25.0,1.3,0.9,281.0,"2016-11-25 22:00",,0.43,18,45,nan,nan,nan,nan
新營,臺南市,49,nan,良好,4.0,0.54,12,49.0,55.0,20,26.0,27.0,1.1,1.4,238.0,"2016-11-25 22:00",,0.38,15,46,nan,nan,nan,nan
嘉義,嘉義市,69,細懸浮微粒,普通,0.1,0.6,5.7,47.0,60.0,18,27.0,30.0,2.4,0.7,101.0,"2016-11-25 22:00",,0.56,23,50,nan,nan,nan,nan
臺西,雲林縣,49,nan,良好,2.7,0.28,15,54.0,53.0,18,16.0,17.0,1.1,2.6,171.0,"2016-11-25 22:00",,0.33,15,29,nan,nan,nan,nan
朴子,嘉義縣,52,細懸浮微粒,普通,1.9,0.47,16,50.0,59.0,15,20.0,23.0,2.4,1.4,214.0,"2016-11-25 22:00",,0.35,16,47,nan,nan,nan,nan
新港,嘉義縣,52,細懸浮微粒,普通,1.2,0.34,12,48.0,60.0,12,17.0,18.0,1.6,1.2,200.0,"2016-11-25 22:00",,0.37,16,46,nan,nan,nan,nan
崙背,雲林縣,54,細懸浮微粒,普通,2.5,0.29,16,44.0,47.0,21,11.0,13.0,2.1,2.2,181.0,"2016-11-25 22:00",,0.38,17,36,nan,nan,nan,nan
斗六,雲林縣,49,nan,良好,3.6,0.55,9.2,47.0,67.0,21,25.0,29.0,3.7,0.5,148.0,"2016-11-25 22:00",,0.54,15,40,nan,nan,nan,nan
南投,南投縣,72,細懸浮微粒,普通,3.7,0.59,11,53.0,81.0,39,20.0,23.0,2.2,1.7,154.0,"2016-11-25 22:00",,0.63,24,51,nan,nan,nan,nan
二林,彰化縣,35,nan,良好,3.2,0.33,8.8,41.0,60.0,16,17.0,18.0,0.6,1.4,160.0,"2016-11-25 22:00",,0.4,8,32,nan,nan,nan,nan
